,일시,지점,일최고기온(°C),일평균기온(°C),일최저기온(°C),동파가능지수(03h)(단계),동파가능지수(06h)(단계),동파가능지수(09h)(단계),동파가능지수(12h)(단계),동파가능지수(15h)(단계),동파가능지수(18h)(단계),동파가능지수(21h)(단계),동파가능지수(24h)(단계),한파특보(O/X)
36,2023-01-01,태백(216),-0.6309442715637184,-0.32467438982350494,-0.0047947166302759175,0,0,0,0,0,0,1,1,2
37,2023-01-01,정선군(217),0.06887258361322508,0.19667441406528732,0.14447080546599927,0,0,0,0,0,0,1,1,2
38,2023-01-01,제천(221),-0.3016186926569215,-0.32467438982350494,-0.6018568050153769,1,1,0,0,0,0,1,2,2
39,2023-01-01,보은(226),-0.013458811113474207,-0.30382043766795325,-0.5831986147533426,0,0,0,0,0,0,0,1,1
40,2023-01-01,천안(232),-0.11637305452184823,-0.30382043766795325,-0.4899076634431705,0,0,0,0,0,0,0,0,1
41,2023-01-01,보령(235),0.19236967570327385,0.3843599834652526,0.7415328938511002,0,0,0,0,0,0,0,0,0
42,2023-01-01,부여(236),0.3776153138383472,-0.09528091611243636,-0.060769287416379096,0,0,0,0,0,0,0,0,0
43,2023-01-01,금산(238),0.1512039783399242,-0.34552834197905663,-0.41527490239503284,0,0,0,0,0,0,0,0,0
44,2023-01-01,세종(239),0.19236967570327385,0.008988844665322099,0.03252166389379292,0,0,0,0,0,0,0,0,0
45,2023-01-01,부안(243),0.13062112965824946,0.25923627053194237,0.498976420444653,0,0,0,0,0,0,0,0,0
46,2023-01-01,임실(244),0.007124037568200525,-0.19955067689019482,-0.41527490239503284,0,0,0,0,0,0,0,0,0
47,2023-01-01,정읍(245),-0.03404165979514894,0.2800902226874941,0.5736091814927906,0,0,0,0,0,0,0,0,0
48,2023-01-01,남원(247),0.13062112965824946,-0.19955067689019482,-0.13540204846451678,0,0,0,0,0,0,0,0,0
49,2023-01-01,장수(248),-0.2604529952935719,-0.4080901984457117,-0.41527490239503284,0,0,0,0,0,0,0,1,0
50,2023-01-01,영광군(252),0.3776153138383472,0.2800902226874941,0.312394517824309,0,0,0,0,0,0,0,0,0
51,2023-01-01,김해시(253),0.7481065901084935,0.7388771701096314,0.6855583230649971,0,0,0,0,0,0,0,0,0
52,2023-01-01,순창군(254),0.1512039783399242,-0.2412585812012982,-0.4525912829191015,0,0,0,0,0,0,0,0,0
53,2023-01-01,양산시(257),0.9127693795618921,0.7805850744207347,0.7975074646372033,0,0,0,0,0,0,0,0,0
54,2023-01-01,강진군(259),0.7686894387901686,0.5720455528652177,0.3683690886104122,0,0,0,0,0,0,0,0,0
55,2023-01-01,장흥(260),0.6863580440634692,0.3843599834652526,-0.09808566794044793,0,0,0,0,0,0,0,0,0
56,2023-01-01,해남(261),0.6246094980184447,0.48862974424301103,0.2564199470382058,0,0,0,0,0,0,0,0,0
57,2023-01-01,고흥(262),0.6246094980184447,0.6137534571763211,0.3310527080863433,0,0,0,0,0,0,0,0,0
58,2023-01-01,의령군(263),0.9127693795618921,-0.011865107490229588,-0.41527490239503284,0,0,0,0,0,0,0,0,0
59,2023-01-01,함양군(264),0.5216952546100707,0.7597311222651829,0.5549509912307562,0,0,0,0,0,0,0,0,0
60,2023-01-01,진도군ASOS(268),0.60402664933677,0.6971692657985279,0.4803182301826186,0,0,0,0,0,0,0,0,0
61,2023-01-01,봉화(271),0.17178682702159911,0.5094836963985627,0.3497108983483778,0,0,0,0,0,0,1,1,1
62,2023-01-01,영주(272),-0.07520735715849859,0.48862974424301103,0.8161656548992379,0,0,0,0,0,0,0,1,1
63,2023-01-01,문경(273),0.17178682702159911,0.5720455528652177,0.8348238451612723,0,0,0,0,0,0,0,0,0
64,2023-01-01,청송군(276),0.33644961647499755,0.21752836622083901,0.44300184965854983,0,0,0,0,0,0,0,0,1
65,2023-01-01,영덕(277),0.6657751953817945,0.8431469308873898,0.9094566062094099,0,0,0,0,0,0,0,0,0
66,2023-01-01,의성(278),0.5628609519734203,-0.34552834197905663,-0.8070968978977552,1,1,0,0,0,0,0,0,1
67,2023-01-01,구미(279),0.4805295572467212,0.3009441748430458,0.05117985415582726,0,0,0,0,0,0,0,0,0
68,2023-01-01,영천(281),0.4805295572467212,0.7805850744207347,1.1146966990917884,0,0,0,0,0,0,0,0,0
69,2023-01-01,경주시(283),0.6657751953817945,0.822292978731838,0.6482419425409282,0,0,0,0,0,0,0,0,0
70,2023-01-01,거창(284),0.5216952546100707,-0.03271905964578128,-0.3593003316089295,0,0,0,0,0,0,0,0,0
71,2023-01-01,합천(285),0.8716036821985426,0.09240465328752887,-0.2660093802987575,0,0,0,0,0,0,0,0,0
72,2023-01-01,밀양(288),0.8304379848351927,0.25923627053194237,-0.19137661925061994,0,1,0,0,0,0,0,0,0
73,2023-01-01,산청(289),0.5216952546100707,0.9057087873540448,1.189329460139926,0,0,0,0,0,0,0,0,0
74,2023-01-01,거제(294),0.6863580440634692,0.7805850744207347,0.7975074646372033,0,0,0,0,0,0,0,0,0
75,2023-01-01,남해(295),0.7892722874718433,1.0725404045984583,0.9094566062094099,0,0,0,0,0,0,0,0,0
76,2023-01-01,부천(433),-0.5897785742003687,-0.15784277257909143,0.0884962346798961,0,0,0,0,0,0,0,1,0
77,2023-01-01,안양(434),-0.1575387518851979,0.32179812699859744,0.6109255620168594,0,0,0,0,0,0,0,0,0
78,2023-01-01,광명(437),-0.28103584397524667,0.23838231837639073,0.4616600399205842,0,0,0,0,0,0,0,0,0
79,2023-01-01,군포(438),-0.19870444924854752,0.25923627053194237,0.4803182301826186,0,0,0,0,0,0,0,0,0
80,2023-01-01,김포(441),-0.3633672387019459,0.008988844665322099,0.2750781373002401,0,0,0,0,0,0,0,1,0
81,2023-01-01,하남(444),-0.21928729793022225,-0.03271905964578128,0.1071544249419306,0,0,0,0,0,0,0,0,0
82,2023-01-01,의왕(445),-0.13695590320352297,0.15496650975418397,0.44300184965854983,0,0,0,0,0,0,0,0,0
83,2023-01-01,포천(504),-0.17812160056687262,-0.4080901984457117,-0.5085658537052048,0,1,1,0,0,0,1,1,1
84,2023-01-01,가평조종(505),-0.3839500873836207,-0.09528091611243636,0.1071544249419306,0,1,1,0,0,0,1,1,1
85,2023-01-01,안성(516),-0.013458811113474207,-0.22040462904574648,-0.2286929997746888,0,0,0,0,0,0,0,1,1
86,2023-01-01,간성(517),0.41878101120169664,0.8848548351984932,1.1146966990917884,0,0,0,0,0,0,0,0,0
87,2023-01-01,평창(526),-0.0957902058401735,-0.22040462904574648,-0.3033257608228263,0,0,1,0,0,0,1,2,2
88,2023-01-01,의정부(532),-0.3427843900202711,-0.22040462904574648,0.06983804441786176,0,0,0,0,0,0,0,1,1
89,2023-01-01,횡성(536),0.21295252438494858,-0.3663822941346084,-0.3593003316089295,0,1,1,0,0,0,1,1,2
90,2023-01-01,고양(540),-0.2604529952935719,-0.07442696395688465,0.18178718599006813,0,0,0,0,0,0,0,1,1
91,2023-01-01,남양주(541),0.11003828097657456,-0.2621125333568499,-0.17271842898858544,0,0,0,0,0,0,0,1,1
92,2023-01-01,안산(545),0.007124037568200525,-0.32467438982350494,-0.6578313758014799,0,0,0,0,0,0,0,0,0
93,2023-01-01,경기광주(546),-0.0957902058401735,-0.11613486826798802,0.1071544249419306,0,0,0,0,0,0,0,1,1
94,2023-01-01,여주(548),-0.21928729793022225,-0.15784277257909143,0.013863473631758586,1,0,1,0,0,0,0,1,1
95,2023-01-01,용인(549),0.007124037568200525,-0.15784277257909143,-0.04211109715434476,0,0,0,0,0,0,0,1,1
96,2023-01-01,오산(550),-0.05462450847682385,-0.19955067689019482,-0.2286929997746888,0,0,0,0,0,0,0,0,0
97,2023-01-01,평택(551),-0.0957902058401735,0.02984279682087381,0.20044537625210262,0,0,0,0,0,0,0,0,0
98,2023-01-01,화천(555),0.04828973493155017,-0.595775767845677,-0.5458822342292735,0,1,1,0,0,0,1,1,2
99,2023-01-01,양구(556),-0.05462450847682385,-0.5332139113790219,-0.6205149952774112,0,1,1,0,0,0,1,2,2
100,2023-01-01,시흥(565),-0.2398701466118971,-0.2412585812012982,-0.3033257608228263,0,0,0,0,0,0,0,1,0
101,2023-01-01,화성(571),-0.2604529952935719,-0.05357301180133298,0.312394517824309,0,0,0,0,0,0,0,0,0
102,2023-01-01,성남(572),-0.17812160056687262,0.13411255759863228,0.4243436593965154,0,0,0,0,0,0,0,0,0
103,2023-01-01,과천(590),-0.013458811113474207,0.13411255759863228,0.2564199470382058,0,0,0,0,0,0,0,1,0
104,2023-01-01,양주(598),-0.5074471794736696,-0.7417534329345389,-0.7324641368496175,0,1,1,0,0,0,0,1,2
105,2023-01-01,단양(601),0.19236967570327385,-0.07442696395688465,0.05117985415582726,0,0,0,0,0,0,1,1,2
106,2023-01-01,진천(602),0.06887258361322508,-0.09528091611243636,-0.32198395108486083,0,0,0,0,0,0,0,1,1
107,2023-01-01,괴산(603),-0.07520735715849859,-0.6166297200012286,-1.1056279420903057,1,0,0,0,0,0,0,1,2
108,2023-01-01,옥천(604),0.19236967570327385,-0.15784277257909143,-0.3779585218709638,0,0,0,0,0,0,0,0,0
109,2023-01-01,홍북(608),0.2335353730666235,0.09240465328752887,0.4803182301826186,0,0,0,0,0,0,0,0,0
110,2023-01-01,공주(612),0.27470107042997316,-0.2412585812012982,-0.19137661925061994,0,0,0,0,0,0,0,0,0
111,2023-01-01,논산(615),0.33644961647499755,-0.11613486826798802,-0.0047947166302759175,0,0,0,0,0,0,0,0,0
112,2023-01-01,당진(616),-0.21928729793022225,0.23838231837639073,0.5549509912307562,0,0,0,0,0,0,0,0,0
113,2023-01-01,청양(618),-0.013458811113474207,-0.5332139113790219,-0.43393309265706714,0,0,0,0,0,0,0,0,0
114,2023-01-01,음성(619),-0.2604529952935719,-0.720899480778987,-1.0869697518282713,1,0,0,0,0,0,0,1,2
115,2023-01-01,증평(623),-0.013458811113474207,-0.1786967247346431,-0.3033257608228263,0,0,0,0,0,0,0,1,1
116,2023-01-01,태안(627),-0.03404165979514894,0.3009441748430458,0.6295837522788938,0,0,0,0,0,0,0,0,0
117,2023-01-01,예산(628),-0.11637305452184823,0.07155070113197719,0.4243436593965154,0,0,0,0,0,0,0,0,0
118,2023-01-01,아산(634),-0.21928729793022225,-0.03271905964578128,0.16312899572803377,0,0,0,0,0,0,0,0,0
119,2023-01-01,계룡(636),0.1512039783399242,-0.19955067689019482,-0.4525912829191015,0,0,0,0,0,1,1,1,1
120,2023-01-01,연천청산(652),-0.4045329360652955,-0.7000455286234354,-0.7697805173736866,0,1,1,0,0,0,1,1,2
121,2023-01-01,양양(670),0.5422781032917456,0.9474166916651483,1.1520130796158572,0,0,0,0,0,0,0,0,0
122,2023-01-01,무안(699),0.4805295572467212,0.36350603130970083,0.498976420444653,0,0,0,0,0,0,0,0,0
123,2023-01-01,무주(701),0.04828973493155017,-0.4080901984457117,-0.3593003316089295,0,0,0,0,0,0,0,1,0
124,2023-01-01,익산(702),0.25411822174829823,0.17582046190973563,0.2750781373002401,0,0,0,0,0,0,0,0,0
125,2023-01-01,진안(703),-0.19870444924854752,-0.47065205491236684,-0.5085658537052048,0,0,0,0,0,0,0,1,0
126,2023-01-01,담양(706),0.4805295572467212,0.07155070113197719,0.06983804441786176,0,0,0,0,0,0,0,0,0
127,2023-01-01,구례(709),0.3981981625200219,0.6763153136429763,0.498976420444653,0,0,0,0,0,0,0,0,0
128,2023-01-01,나주(710),0.5011124059283959,0.19667441406528732,0.16312899572803377,0,0,0,0,0,0,0,0,0
129,2023-01-01,순천시(712),0.8304379848351927,0.8014390265762864,0.5736091814927906,0,0,0,0,0,0,0,0,0
130,2023-01-01,광양읍(713),0.8304379848351927,0.6763153136429763,0.405685469134481,0,0,0,0,0,0,0,0,0
131,2023-01-01,장성(730),0.41878101120169664,-0.05357301180133298,-0.0047947166302759175,0,0,0,0,0,0,0,0,0
132,2023-01-01,영암(731),0.706940892745144,0.23838231837639073,0.2564199470382058,0,0,0,0,0,0,0,0,0
133,2023-01-01,보성(732),0.3776153138383472,0.21752836622083901,-0.060769287416379096,0,0,0,0,0,0,0,0,0
134,2023-01-01,완주(734),0.3981981625200219,0.11325860544308056,0.06983804441786176,0,0,0,0,0,0,0,0,0
135,2023-01-01,김제(737),-0.013458811113474207,0.2800902226874941,0.5549509912307562,0,0,0,0,0,0,0,0,0
136,2023-01-01,화순(741),0.29528391911164786,0.13411255759863228,-0.023452906892310253,0,0,0,0,0,0,0,0,0
137,2023-01-01,함평(754),0.5422781032917456,0.36350603130970083,0.29373632756227464,0,0,0,0,0,0,0,0,0
138,2023-01-01,곡성(768),0.25411822174829823,-0.09528091611243636,-0.1540602387265511,0,0,0,0,0,0,0,0,0
139,2023-01-01,압해도(789),0.7275237414268187,0.8431469308873898,0.9840893672575475,0,0,0,0,0,0,0,0,0
140,2023-01-01,영양(801),0.3158667677933226,-0.07442696395688465,-0.2660093802987575,0,0,0,0,0,0,0,1,1
141,2023-01-01,성주(810),0.60402664933677,-0.15784277257909143,-0.7697805173736866,0,0,0,0,0,0,0,0,0
142,2023-01-01,고령(812),0.6246094980184447,-0.2829664855124016,-0.6764895660635145,0,1,0,0,0,0,0,0,0
143,2023-01-01,청도(813),0.5834438006550953,-0.22040462904574648,-0.6951477563255489,0,1,0,0,0,0,0,0,0
144,2023-01-01,예천(815),0.3776153138383472,0.11325860544308056,-0.2286929997746888,0,0,0,0,0,0,0,0,0
145,2023-01-01,김천(822),0.19236967570327385,-0.32467438982350494,-0.7138059465875832,0,0,0,0,0,0,0,0,0
146,2023-01-01,군위(823),0.45994670856504627,-0.1786967247346431,-0.7511223271116518,1,1,0,0,0,0,0,0,1
147,2023-01-01,칠곡(825),0.45994670856504627,0.25923627053194237,-0.17271842898858544,0,0,0,0,0,0,0,0,0
148,2023-01-01,경산(827),0.45994670856504627,0.42606788777635596,0.14447080546599927,0,0,0,0,0,0,0,0,0
149,2023-01-01,삼척(876),1.0980150176969654,0.9682706438206998,0.9467729867334788,0,0,0,0,0,0,0,0,0
150,2023-01-01,속초(90),0.45994670856504627,0.8431469308873898,1.2079876504019602,0,0,0,0,0,0,0,0,0
151,2023-01-01,삼천포(907),0.7892722874718433,0.9891245959762517,1.0400639380436507,0,0,0,0,0,0,0,0,0
152,2023-01-01,고성(918),0.8716036821985426,0.3009441748430458,-0.28466757056079195,0,0,0,0,0,0,0,0,0
153,2023-01-01,창녕(919),0.7275237414268187,0.15496650975418397,-0.41527490239503284,0,0,0,0,0,0,0,0,0
154,2023-01-01,함안(920),0.7275237414268187,-0.11613486826798802,-0.7324641368496175,0,0,0,0,0,0,0,0,0
155,2023-01-01,북춘천(93),-0.0957902058401735,-0.4915060070679185,-0.5272240439672392,0,1,1,0,0,0,1,1,2
156,2023-01-01,하동(932),1.0568493203336156,0.5928995050207695,0.21910356651413695,0,0,0,0,0,0,0,0,0
157,2023-01-01,철원(95),-0.6515271202453932,-0.658337624312332,-0.9936788005180992,0,1,1,0,0,0,1,2,2
158,2023-01-01,동두천(98),-0.2604529952935719,-0.3663822941346084,-0.060769287416379096,0,1,1,0,0,0,1,1,1
159,2023-01-01,파주(99),-0.5280300281553444,-0.720899480778987,-0.8444132784218239,0,1,1,0,0,0,1,1,2
160,2023-01-02,북강릉(104),-0.07520735715849859,0.07155070113197719,0.3310527080863433,0,0,0,0,0,0,0,0,0
161,2023-01-02,동해(106),0.007124037568200525,0.5928995050207695,0.7975074646372033,0,0,0,0,0,0,0,0,0
162,2023-01-02,서울(108),-1.124932639923914,-0.7626073850900905,-0.2286929997746888,1,1,1,0,0,0,1,1,0
163,2023-01-02,인천(112),-1.4130925214673609,-0.783461337245642,-0.09808566794044793,1,1,1,0,0,0,1,1,0
164,2023-01-02,원주(114),-1.0426012451972144,-0.783461337245642,-0.47124947318113586,1,1,1,0,0,0,1,1,2
165,2023-01-02,울릉도(115),-0.13695590320352297,0.6763153136429763,1.3945695530223043,0,0,0,0,0,0,0,0,0
166,2023-01-02,수원(119),-1.3925096727856863,-0.992000858801159,-0.5458822342292735,1,1,1,0,0,0,0,1,0
167,2023-01-02,영월(121),-0.9191041531071658,-0.9085850501789523,-0.8070968978977552,1,2,2,0,0,0,1,1,2
168,2023-01-02,충주(127),-1.0426012451972144,-1.1588324760455726,-0.9936788005180992,1,2,2,0,0,0,1,1,1
169,2023-01-02,서산(129),-1.083766942560564,-0.6791915764678836,-0.34064214134689513,0,1,0,0,0,0,0,1,0
170,2023-01-02,울진(130),0.17178682702159911,0.3009441748430458,0.6482419425409282,0,0,0,0,0,0,0,0,0
171,2023-01-02,청주(131),-0.8985213044254908,-0.4289441506012634,0.16312899572803377,0,1,1,0,0,0,0,1,0
172,2023-01-02,대전(133),-0.5486128768370192,-0.4497981027568151,-0.060769287416379096,1,1,1,0,0,0,0,1,0
173,2023-01-02,추풍령(135),-0.8779384557438161,-0.4915060070679185,0.03252166389379292,0,1,1,0,0,0,0,1,0
174,2023-01-02,안동(136),-0.4251157847469703,-0.38723624629016007,-0.023452906892310253,1,1,1,0,0,0,1,1,1
175,2023-01-02,상주(137),-0.6103614228820435,-0.30382043766795325,0.12581261520396494,0,0,0,0,0,0,0,0,0
176,2023-01-02,포항(138),0.2335353730666235,0.5094836963985627,0.9467729867334788,0,0,0,0,0,0,0,0,0
177,2023-01-02,군산(140),-0.5486128768370192,-0.32467438982350494,0.06983804441786176,0,0,0,0,0,0,0,0,0
178,2023-01-02,대구(143),-0.17812160056687262,0.25923627053194237,0.7975074646372033,0,0,0,0,0,0,0,0,0
179,2023-01-02,전주(146),-0.6309442715637184,-0.19955067689019482,0.405685469134481,0,0,0,0,0,0,0,0,0
180,2023-01-02,울산(152),0.08945543229489983,0.4677757920874593,0.9094566062094099,0,0,0,0,0,0,0,0,0
181,2023-01-02,창원(155),-0.0957902058401735,0.4469218399319076,0.9840893672575475,0,0,0,0,0,0,0,0,0
182,2023-01-02,광주(156),-0.3839500873836207,0.13411255759863228,0.6855583230649971,0,0,0,0,0,0,0,0,0
183,2023-01-02,부산(159),0.5628609519734203,0.822292978731838,1.245304030926029,0,0,0,0,0,0,0,0,0
184,2023-01-02,통영(162),0.7275237414268187,0.7805850744207347,1.0773803185677195,0,0,0,0,0,0,0,0,0
185,2023-01-02,목포(165),-0.569195725518694,0.32179812699859744,0.9094566062094099,0,0,0,0,0,0,0,0,0
186,2023-01-02,여수(168),-0.03404165979514894,0.5303376485541145,0.9654311769955131,0,0,0,0,0,0,0,0,0
187,2023-01-02,흑산도(169),-0.013458811113474207,0.9265627395095964,1.6744424069528203,0,0,0,0,0,0,0,0,0
188,2023-01-02,완도(170),-0.013458811113474207,0.6346074093318729,1.2639622211880635,0,0,0,0,0,0,0,0,0
189,2023-01-02,고창(172),-0.7544413636537672,-0.1786967247346431,0.4243436593965154,0,0,0,0,0,0,0,0,0
190,2023-01-02,제주(184),0.5628609519734203,1.2602259739984236,1.8423661193111303,0,0,0,0,0,0,0,0,0
191,2023-01-02,진주(192),0.3981981625200219,0.3843599834652526,0.3497108983483778,0,0,0,0,0,0,0,0,0
192,2023-01-02,양평(202),-0.9191041531071658,-0.7000455286234354,-0.41527490239503284,1,1,1,0,0,0,1,1,1
193,2023-01-02,이천(203),-0.775024212335442,-0.6791915764678836,-0.5272240439672392,1,1,1,0,0,0,0,1,1
194,2023-01-02,인제(211),-0.9191041531071658,-1.2631022368233311,-1.1802607031384433,2,2,2,0,0,0,1,2,2
195,2023-01-02,홍천(212),-0.9808526991521901,-1.2631022368233311,-1.1802607031384433,2,2,2,0,0,0,1,2,2
196,2023-01-02,태백(216),-0.9191041531071658,-0.992000858801159,-0.8070968978977552,1,2,1,0,0,1,1,2,2
197,2023-01-02,정선군(217),-1.0014355478338648,-1.2213943325122276,-1.1429443226143745,2,2,2,0,0,1,1,2,2
198,2023-01-02,제천(221),-1.310178278058987,-1.4299338540677446,-1.5161081278550628,2,2,2,0,0,1,2,2,2
199,2023-01-02,보은(226),-0.8779384557438161,-0.9711469066456074,-0.9190460394699616,1,1,1,0,0,0,1,1,1
200,2023-01-02,천안(232),-1.0426012451972144,-0.8251692415567455,-0.6951477563255489,1,1,1,0,0,0,1,1,1
201,2023-01-02,보령(235),-0.6103614228820435,-0.30382043766795325,-0.023452906892310253,0,1,0,0,0,0,0,0,0
202,2023-01-02,부여(236),-0.4045329360652955,-0.4289441506012634,-0.3779585218709638,1,1,1,0,0,0,0,1,0
203,2023-01-02,금산(238),-0.7338585149720924,-0.783461337245642,-0.6764895660635145,1,1,1,0,0,0,0,1,0
204,2023-01-02,세종(239),-0.6515271202453932,-0.5123599592234701,-0.07942747767841343,1,1,1,0,0,0,0,1,0
205,2023-01-02,부안(243),-0.6103614228820435,-0.1786967247346431,0.16312899572803377,0,0,0,0,0,0,0,0,0
206,2023-01-02,임실(244),-0.775024212335442,-0.6374836721567803,-0.5645404244913078,0,1,1,0,0,0,0,1,0
207,2023-01-02,정읍(245),-0.9602698504705152,-0.3663822941346084,0.14447080546599927,0,0,0,0,0,0,0,0,0
208,2023-01-02,남원(247),-0.672109968927068,-0.47065205491236684,-0.19137661925061994,0,1,1,0,0,0,0,1,0
209,2023-01-02,장수(248),-0.9808526991521901,-0.992000858801159,-0.9190460394699616,1,1,1,0,0,0,1,1,0
210,2023-01-02,영광군(252),-0.672109968927068,0.02984279682087381,0.498976420444653,0,0,0,0,0,0,0,0,0
211,2023-01-02,김해시(253),0.27470107042997316,0.5303376485541145,0.8161656548992379,0,0,0,0,0,0,0,0,0
212,2023-01-02,순창군(254),-0.8573556070621412,-0.34552834197905663,-0.2100348095126543,0,1,1,0,0,0,0,1,0
213,2023-01-02,양산시(257),0.45994670856504627,0.9057087873540448,1.096038508829754,0,0,0,0,0,0,0,0,0
214,2023-01-02,강진군(259),-0.03404165979514894,0.42606788777635596,1.0214057477816163,0,0,0,0,0,0,0,0,0
215,2023-01-02,장흥(260),-0.17812160056687262,0.3843599834652526,0.9094566062094099,0,0,0,0,0,0,0,0,0
216,2023-01-02,해남(261),-0.17812160056687262,0.40521393562080427,0.7975074646372033,0,0,0,0,0,0,0,0,0
217,2023-01-02,고흥(262),-0.03404165979514894,0.36350603130970083,0.8907984159473754,0,0,0,0,0,0,0,0,0
218,2023-01-02,의령군(263),0.43936385988337157,0.09240465328752887,-0.19137661925061994,0,0,0,0,0,0,0,0,0
219,2023-01-02,함양군(264),-0.2398701466118971,0.07155070113197719,0.38702727887244665,0,0,0,0,0,0,0,0,0
220,2023-01-02,진도군ASOS(268),-0.28103584397524667,0.5928995050207695,1.2639622211880635,0,0,0,0,0,0,0,0,0
221,2023-01-02,봉화(271),-0.3839500873836207,-0.6374836721567803,-0.6578313758014799,1,2,1,0,0,0,1,1,1
222,2023-01-02,영주(272),-0.775024212335442,-0.4080901984457117,0.06983804441786176,1,1,1,0,0,0,1,1,1
223,2023-01-02,문경(273),-0.6103614228820435,-0.4080901984457117,-0.07942747767841343,0,1,0,0,0,0,0,0,0
224,2023-01-02,청송군(276),-0.3633672387019459,-0.6374836721567803,-0.6764895660635145,1,1,1,0,0,0,1,1,1
